Sample 1
3/1/2023 3:44 PM
Wavelength (nm)	10mm Absorbance
723.5	0.596
724.0	0.647
724.5	0.643
725.0	0.583
725.5	0.571
726.0	0.530
726.5	0.493
727.0	0.499
727.5	0.534
728.0	0.550
728.5	0.577
729.0	0.595
729.5	0.554
730.0	0.517
730.5	0.527
731.0	0.480
731.5	0.396
732.0	0.425
732.5	0.445
733.0	0.455
733.5	0.460
734.0	0.496
734.5	0.510
735.0	0.537
735.5	0.550
736.0	0.502
736.5	0.484
737.0	0.542
737.5	0.523
738.0	0.488
738.5	0.483
739.0	0.493
739.5	0.476
740.0	0.466
740.5	0.451
741.0	0.445
741.5	0.489
742.0	0.510
742.5	0.519
743.0	0.525
743.5	0.642
744.0	0.706
744.5	0.746
745.0	0.744
745.5	0.737
746.0	0.679
746.5	0.542
747.0	0.456
747.5	0.399
748.0	0.355
748.5	0.400
749.0	0.419
749.5	0.448
750.0	0.432
750.5	0.485
751.0	0.523
751.5	0.587
752.0	0.683
752.5	0.705
753.0	0.663
753.5	0.597
754.0	0.541
754.5	0.472
755.0	0.389
755.5	0.382
756.0	0.416
756.5	0.501
757.0	0.591
757.5	0.646
758.0	0.687
758.5	0.722
759.0	0.744
759.5	0.748
760.0	0.677
760.5	0.591
761.0	0.534
761.5	0.467
762.0	0.450
762.5	0.435
763.0	0.438
763.5	0.474
764.0	0.539
764.5	0.560
765.0	0.584
765.5	0.613
766.0	0.637
766.5	0.584
767.0	0.571
767.5	0.547
768.0	0.509
768.5	0.532
769.0	0.561
769.5	0.497
770.0	0.483
770.5	0.485
771.0	0.528
771.5	0.466
772.0	0.500
772.5	0.599
773.0	0.740
773.5	0.852
774.0	0.922
774.5	0.898
775.0	0.852
775.5	0.841
776.0	0.726
776.5	0.594
777.0	0.589
777.5	0.646
778.0	0.714
778.5	0.737
779.0	0.733
779.5	0.709
780.0	0.688
780.5	0.665
781.0	0.466
781.5	0.452
782.0	0.388
782.5	0.410
783.0	0.471
783.5	0.489
784.0	0.473
784.5	0.493
785.0	0.543
785.5	0.556
786.0	0.571
786.5	0.599
787.0	0.576
787.5	0.659
788.0	0.686
788.5	0.645
789.0	0.592
789.5	0.524
790.0	0.519
790.5	0.579
791.0	0.602
791.5	0.571
792.0	0.624
792.5	0.678
793.0	0.699
793.5	0.668
794.0	0.720
794.5	0.815
795.0	0.829
795.5	0.906
796.0	0.805
796.5	0.672
797.0	0.592
797.5	0.501
798.0	0.440
798.5	0.391
799.0	0.401
799.5	0.533
800.0	0.562
800.5	0.642
801.0	0.616
801.5	0.566
802.0	0.670
802.5	0.679
803.0	0.779
803.5	0.803
804.0	0.817
804.5	0.913
805.0	0.883
805.5	0.859
806.0	0.835
806.5	0.719
807.0	0.687
807.5	0.645
808.0	0.702
808.5	0.654
809.0	0.640
809.5	0.660
810.0	0.647
810.5	0.648
811.0	0.632
811.5	0.555
812.0	0.546
812.5	0.549
813.0	0.564
813.5	0.526
814.0	0.549
814.5	0.614
815.0	0.603
815.5	0.587
816.0	0.641
816.5	0.636
817.0	0.594
817.5	0.531
818.0	0.518
818.5	0.537
819.0	0.548
819.5	0.570
820.0	0.535
820.5	0.510
821.0	0.507
821.5	0.434
822.0	0.376
822.5	0.370
823.0	0.395
823.5	0.442
824.0	0.426
824.5	0.449
825.0	0.407
825.5	0.416
826.0	0.382
826.5	0.369
827.0	0.362
827.5	0.364
828.0	0.364
828.5	0.417
829.0	0.505
829.5	0.612
830.0	0.664
830.5	0.712
831.0	0.754
831.5	0.783
832.0	0.737
832.5	0.660
833.0	0.565
833.5	0.557
834.0	0.579
834.5	0.628
835.0	0.576
835.5	0.565
836.0	0.546
836.5	0.573
837.0	0.613
837.5	0.607
838.0	0.519
838.5	0.549
839.0	0.529
839.5	0.478
840.0	0.364
840.5	0.306
841.0	0.377
841.5	0.368
842.0	0.456
842.5	0.596
843.0	0.626
843.5	0.738
844.0	0.732
844.5	0.755
845.0	0.742
845.5	0.805
846.0	0.766
846.5	0.528
847.0	0.545
847.5	0.688
848.0	0.647
848.5	0.694
849.0	0.712
849.5	0.819
850.0	0.804


Sample  m6 1
3/1/2023 4:17 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.02000	
//WLCalib: 261S 	-0.34000	
//WLCalib: 362S 	-0.41000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.12000	
//WLCalib: 823S 	-0.33000	
//QSpecEnd: 
190.0	17.268
190.5	16.644
191.0	16.145
191.5	15.888
192.0	15.567
192.5	15.086
193.0	14.495
193.5	14.045
194.0	13.737
194.5	13.556
195.0	13.459
195.5	13.245
196.0	13.101
196.5	12.771
197.0	12.596
197.5	12.463
198.0	12.307
198.5	12.263
199.0	12.079
199.5	11.944
200.0	11.767
200.5	11.487
201.0	11.408
201.5	11.238
202.0	11.225
202.5	11.323
203.0	11.440
203.5	11.420
204.0	11.298
204.5	11.203
205.0	11.147
205.5	11.042
206.0	10.909
206.5	10.639
207.0	10.414
207.5	10.201
208.0	9.976
208.5	9.733
209.0	9.463
209.5	9.327
210.0	9.264
210.5	9.147
211.0	8.940
211.5	8.809
212.0	8.575
212.5	8.390
213.0	8.255
213.5	7.991
214.0	7.675
214.5	7.395
215.0	7.172
215.5	6.812
216.0	6.441
216.5	6.118
217.0	5.810
217.5	5.659
218.0	5.501
218.5	5.253
219.0	5.082
219.5	4.890
220.0	4.711
220.5	4.483
221.0	4.239
221.5	4.117
222.0	3.934
222.5	3.741
223.0	3.574
223.5	3.421
224.0	3.234
224.5	3.052
225.0	2.846
225.5	2.684
226.0	2.531
226.5	2.398
227.0	2.196
227.5	2.015
228.0	1.918
228.5	1.815
229.0	1.685
229.5	1.616
230.0	1.530
230.5	1.493
231.0	1.445
231.5	1.379
232.0	1.303
232.5	1.211
233.0	1.148
233.5	1.087
234.0	0.995
234.5	0.927
235.0	0.879
235.5	0.873
236.0	0.843
236.5	0.824
237.0	0.803
237.5	0.781
238.0	0.760
238.5	0.723
239.0	0.670
239.5	0.626
240.0	0.601
240.5	0.579
241.0	0.572
241.5	0.575
242.0	0.621
242.5	0.647
243.0	0.637
243.5	0.640
244.0	0.648
244.5	0.654
245.0	0.643
245.5	0.641
246.0	0.637
246.5	0.618
247.0	0.608
247.5	0.591
248.0	0.557
248.5	0.569
249.0	0.575
249.5	0.619
250.0	0.645
250.5	0.637
251.0	0.608
251.5	0.570
252.0	0.565
252.5	0.554
253.0	0.530
253.5	0.570
254.0	0.586
254.5	0.624
255.0	0.609
255.5	0.581
256.0	0.547
256.5	0.538
257.0	0.553
257.5	0.552
258.0	0.540
258.5	0.575
259.0	0.562
259.5	0.528
260.0	0.513
260.5	0.512
261.0	0.499
261.5	0.495
262.0	0.544
262.5	0.574
263.0	0.548
263.5	0.539
264.0	0.527
264.5	0.490
265.0	0.474
265.5	0.460
266.0	0.447
266.5	0.433
267.0	0.430
267.5	0.400
268.0	0.375
268.5	0.358
269.0	0.353
269.5	0.358
270.0	0.392
270.5	0.385
271.0	0.385
271.5	0.399
272.0	0.368
272.5	0.346
273.0	0.328
273.5	0.329
274.0	0.332
274.5	0.345
275.0	0.372
275.5	0.322
276.0	0.336
276.5	0.344
277.0	0.335
277.5	0.297
278.0	0.321
278.5	0.361
279.0	0.364
279.5	0.387
280.0	0.404
280.5	0.374
281.0	0.376
281.5	0.359
282.0	0.338
282.5	0.276
283.0	0.273
283.5	0.279
284.0	0.296
284.5	0.327
285.0	0.346
285.5	0.360
286.0	0.380
286.5	0.382
287.0	0.376
287.5	0.347
288.0	0.326
288.5	0.312
289.0	0.297
289.5	0.266
290.0	0.275
290.5	0.260
291.0	0.255
291.5	0.267
292.0	0.270
292.5	0.280
293.0	0.318
293.5	0.338
294.0	0.344
294.5	0.352
295.0	0.379
295.5	0.363
296.0	0.355
296.5	0.338
297.0	0.318
297.5	0.311
298.0	0.317
298.5	0.262
299.0	0.253
299.5	0.249
300.0	0.250
300.5	0.267
301.0	0.289
301.5	0.319
302.0	0.332
302.5	0.327
303.0	0.312
303.5	0.297
304.0	0.323
304.5	0.305
305.0	0.298
305.5	0.316
306.0	0.314
306.5	0.316
307.0	0.304
307.5	0.297
308.0	0.284
308.5	0.314
309.0	0.322
309.5	0.291
310.0	0.268
310.5	0.274
311.0	0.251
311.5	0.246
312.0	0.226
312.5	0.234
313.0	0.246
313.5	0.284
314.0	0.300
314.5	0.298
315.0	0.300
315.5	0.319
316.0	0.309
316.5	0.321
317.0	0.290
317.5	0.299
318.0	0.298
318.5	0.312
319.0	0.303
319.5	0.287
320.0	0.285
320.5	0.302
321.0	0.318
321.5	0.362
322.0	0.376
322.5	0.389
323.0	0.401
323.5	0.399
324.0	0.385
324.5	0.357
325.0	0.352
325.5	0.340
326.0	0.260
326.5	0.234
327.0	0.227
327.5	0.230
328.0	0.266
328.5	0.278
329.0	0.302
329.5	0.291
330.0	0.334
330.5	0.368
331.0	0.320
331.5	0.322
332.0	0.370
332.5	0.401
333.0	0.385
333.5	0.355
334.0	0.300
334.5	0.228
335.0	0.196
335.5	0.195
336.0	0.144
336.5	0.133
337.0	0.195
337.5	0.227
338.0	0.212
338.5	0.259
339.0	0.303
339.5	0.312
340.0	0.321
340.5	0.368
341.0	0.371
341.5	0.395
342.0	0.436
342.5	0.471
343.0	0.452
343.5	0.458
344.0	0.435
344.5	0.358
345.0	0.317
345.5	0.278
346.0	0.254
346.5	0.255
347.0	0.277
347.5	0.287
348.0	0.263
348.5	0.236
349.0	0.231
349.5	0.196
350.0	0.179
350.5	0.174
351.0	0.198
351.5	0.227
352.0	0.259
352.5	0.277
353.0	0.249
353.5	0.251
354.0	0.268
354.5	0.270
355.0	0.262
355.5	0.273
356.0	0.276
356.5	0.284
357.0	0.302
357.5	0.303
358.0	0.276
358.5	0.255
359.0	0.229
359.5	0.234
360.0	0.218
360.5	0.222
361.0	0.221
361.5	0.211
362.0	0.229
362.5	0.255
363.0	0.272
363.5	0.286
364.0	0.291
364.5	0.282
365.0	0.265
365.5	0.267
366.0	0.266
366.5	0.267
367.0	0.319
367.5	0.344
368.0	0.311
368.5	0.326
369.0	0.302
369.5	0.266
370.0	0.260
370.5	0.260
371.0	0.297
371.5	0.341
372.0	0.393
372.5	0.399
373.0	0.383
373.5	0.359
374.0	0.325
374.5	0.298
375.0	0.306
375.5	0.281
376.0	0.298
376.5	0.287
377.0	0.284
377.5	0.316
378.0	0.299
378.5	0.289
379.0	0.298
379.5	0.322
380.0	0.369
380.5	0.367
381.0	0.376
381.5	0.320
382.0	0.295
382.5	0.278
383.0	0.257
383.5	0.284
384.0	0.296
384.5	0.327
385.0	0.360
385.5	0.376
386.0	0.382
386.5	0.345
387.0	0.341
387.5	0.302
388.0	0.329
388.5	0.338
389.0	0.353
389.5	0.366
390.0	0.370
390.5	0.385
391.0	0.409
391.5	0.379
392.0	0.345
392.5	0.298
393.0	0.299
393.5	0.296
394.0	0.296
394.5	0.313
395.0	0.336
395.5	0.323
396.0	0.337
396.5	0.299
397.0	0.292
397.5	0.276
398.0	0.270
398.5	0.291
399.0	0.310
399.5	0.340
400.0	0.364
400.5	0.325
401.0	0.315
401.5	0.276
402.0	0.238
402.5	0.193
403.0	0.174
403.5	0.200
404.0	0.211
404.5	0.229
405.0	0.244
405.5	0.243
406.0	0.235
406.5	0.221
407.0	0.217
407.5	0.237
408.0	0.265
408.5	0.286
409.0	0.284
409.5	0.279
410.0	0.271
410.5	0.267
411.0	0.258
411.5	0.251
412.0	0.253
412.5	0.275
413.0	0.321
413.5	0.343
414.0	0.328
414.5	0.317
415.0	0.301
415.5	0.302
416.0	0.274
416.5	0.259
417.0	0.241
417.5	0.262
418.0	0.287
418.5	0.308
419.0	0.293
419.5	0.310
420.0	0.322
420.5	0.334
421.0	0.324
421.5	0.310
422.0	0.287
422.5	0.273
423.0	0.230
423.5	0.230
424.0	0.241
424.5	0.249
425.0	0.252
425.5	0.263
426.0	0.251
426.5	0.240
427.0	0.242
427.5	0.230
428.0	0.232
428.5	0.271
429.0	0.283
429.5	0.274
430.0	0.264
430.5	0.251
431.0	0.239
431.5	0.247
432.0	0.249
432.5	0.220
433.0	0.215
433.5	0.232
434.0	0.227
434.5	0.210
435.0	0.218
435.5	0.227
436.0	0.237
436.5	0.249
437.0	0.248
437.5	0.233
438.0	0.236
438.5	0.249
439.0	0.258
439.5	0.247
440.0	0.266
440.5	0.279
441.0	0.271
441.5	0.270
442.0	0.258
442.5	0.250
443.0	0.242
443.5	0.246
444.0	0.248
444.5	0.229
445.0	0.226
445.5	0.235
446.0	0.239
446.5	0.249
447.0	0.226
447.5	0.213
448.0	0.216
448.5	0.237
449.0	0.238
449.5	0.243
450.0	0.243
450.5	0.238
451.0	0.252
451.5	0.259
452.0	0.238
452.5	0.232
453.0	0.240
453.5	0.236
454.0	0.219
454.5	0.208
455.0	0.189
455.5	0.176
456.0	0.188
456.5	0.219
457.0	0.234
457.5	0.234
458.0	0.234
458.5	0.217
459.0	0.213
459.5	0.226
460.0	0.236
460.5	0.255
461.0	0.271
461.5	0.290
462.0	0.294
462.5	0.284
463.0	0.255
463.5	0.238
464.0	0.227
464.5	0.229
465.0	0.244
465.5	0.275
466.0	0.285
466.5	0.293
467.0	0.300
467.5	0.292
468.0	0.287
468.5	0.261
469.0	0.220
469.5	0.197
470.0	0.192
470.5	0.217
471.0	0.233
471.5	0.255
472.0	0.256
472.5	0.250
473.0	0.266
473.5	0.234
474.0	0.216
474.5	0.202
475.0	0.182
475.5	0.222
476.0	0.252
476.5	0.262
477.0	0.259
477.5	0.262
478.0	0.281
478.5	0.301
479.0	0.323
479.5	0.306
480.0	0.308
480.5	0.344
481.0	0.346
481.5	0.328
482.0	0.318
482.5	0.321
483.0	0.326
483.5	0.329
484.0	0.308
484.5	0.260
485.0	0.225
485.5	0.212
486.0	0.187
486.5	0.178
487.0	0.184
487.5	0.201
488.0	0.216
488.5	0.250
489.0	0.257
489.5	0.251
490.0	0.228
490.5	0.230
491.0	0.252
491.5	0.248
492.0	0.245
492.5	0.268
493.0	0.285
493.5	0.298
494.0	0.287
494.5	0.288
495.0	0.244
495.5	0.210
496.0	0.218
496.5	0.223
497.0	0.245
497.5	0.285
498.0	0.327
498.5	0.324
499.0	0.352
499.5	0.365
500.0	0.300
500.5	0.258
501.0	0.253
501.5	0.256
502.0	0.257
502.5	0.260
503.0	0.288
503.5	0.286
504.0	0.308
504.5	0.304
505.0	0.269
505.5	0.250
506.0	0.229
506.5	0.210
507.0	0.182
507.5	0.177
508.0	0.195
508.5	0.207
509.0	0.243
509.5	0.268
510.0	0.277
510.5	0.280
511.0	0.263
511.5	0.269
512.0	0.269
512.5	0.278
513.0	0.282
513.5	0.339
514.0	0.364
514.5	0.369
515.0	0.361
515.5	0.339
516.0	0.316
516.5	0.307
517.0	0.293
517.5	0.268
518.0	0.240
518.5	0.253
519.0	0.247
519.5	0.267
520.0	0.283
520.5	0.291
521.0	0.322
521.5	0.346
522.0	0.375
522.5	0.400
523.0	0.412
523.5	0.381
524.0	0.378
524.5	0.342
525.0	0.272
525.5	0.249
526.0	0.258
526.5	0.257
527.0	0.264
527.5	0.277
528.0	0.279
528.5	0.236
529.0	0.233
529.5	0.199
530.0	0.177
530.5	0.236
531.0	0.270
531.5	0.283
532.0	0.279
532.5	0.277
533.0	0.243
533.5	0.235
534.0	0.228
534.5	0.231
535.0	0.229
535.5	0.244
536.0	0.241
536.5	0.219
537.0	0.180
537.5	0.162
538.0	0.153
538.5	0.198
539.0	0.226
539.5	0.245
540.0	0.235
540.5	0.255
541.0	0.275
541.5	0.251
542.0	0.224
542.5	0.221
543.0	0.244
543.5	0.286
544.0	0.312
544.5	0.312
545.0	0.312
545.5	0.338
546.0	0.340
546.5	0.343
547.0	0.328
547.5	0.314
548.0	0.319
548.5	0.319
549.0	0.319
549.5	0.299
550.0	0.291
550.5	0.300
551.0	0.255
551.5	0.244
552.0	0.212
552.5	0.185
553.0	0.179
553.5	0.193
554.0	0.219
554.5	0.229
555.0	0.287
555.5	0.316
556.0	0.288
556.5	0.267
557.0	0.283
557.5	0.260
558.0	0.266
558.5	0.240
559.0	0.214
559.5	0.186
560.0	0.187
560.5	0.171
561.0	0.152
561.5	0.157
562.0	0.209
562.5	0.223
563.0	0.283
563.5	0.267
564.0	0.252
564.5	0.244
565.0	0.256
565.5	0.275
566.0	0.274
566.5	0.268
567.0	0.227
567.5	0.204
568.0	0.210
568.5	0.189
569.0	0.194
569.5	0.223
570.0	0.276
570.5	0.321
571.0	0.296
571.5	0.268
572.0	0.208
572.5	0.212
573.0	0.218
573.5	0.236
574.0	0.281
574.5	0.333
575.0	0.381
575.5	0.397
576.0	0.343
576.5	0.299
577.0	0.258
577.5	0.230
578.0	0.189
578.5	0.141
579.0	0.138
579.5	0.175
580.0	0.212
580.5	0.222
581.0	0.208
581.5	0.238
582.0	0.254
582.5	0.263
583.0	0.274
583.5	0.261
584.0	0.282
584.5	0.326
585.0	0.340
585.5	0.352
586.0	0.372
586.5	0.380
587.0	0.358
587.5	0.344
588.0	0.354
588.5	0.352
589.0	0.337
589.5	0.345
590.0	0.360
590.5	0.374
591.0	0.411
591.5	0.393
592.0	0.315
592.5	0.267
593.0	0.224
593.5	0.214
594.0	0.195
594.5	0.183
595.0	0.187
595.5	0.218
596.0	0.248
596.5	0.244
597.0	0.180
597.5	0.148
598.0	0.152
598.5	0.175
599.0	0.196
599.5	0.211
600.0	0.236
600.5	0.250
601.0	0.243
601.5	0.238
602.0	0.253
602.5	0.274
603.0	0.312
603.5	0.325
604.0	0.305
604.5	0.271
605.0	0.227
605.5	0.167
606.0	0.124
606.5	0.145
607.0	0.204
607.5	0.260
608.0	0.330
608.5	0.375
609.0	0.399
609.5	0.390
610.0	0.355
610.5	0.328
611.0	0.298
611.5	0.302
612.0	0.303
612.5	0.299
613.0	0.280
613.5	0.282
614.0	0.285
614.5	0.265
615.0	0.215
615.5	0.221
616.0	0.217
616.5	0.266
617.0	0.315
617.5	0.353
618.0	0.374
618.5	0.414
619.0	0.401
619.5	0.389
620.0	0.345
620.5	0.313
621.0	0.278
621.5	0.268
622.0	0.275
622.5	0.272
623.0	0.258
623.5	0.257
624.0	0.255
624.5	0.280
625.0	0.289
625.5	0.299
626.0	0.258
626.5	0.230
627.0	0.224
627.5	0.232
628.0	0.200
628.5	0.186
629.0	0.175
629.5	0.176
630.0	0.167
630.5	0.184
631.0	0.200
631.5	0.210
632.0	0.222
632.5	0.253
633.0	0.274
633.5	0.301
634.0	0.306
634.5	0.288
635.0	0.294
635.5	0.325
636.0	0.353
636.5	0.318
637.0	0.243
637.5	0.202
638.0	0.219
638.5	0.209
639.0	0.199
639.5	0.183
640.0	0.179
640.5	0.213
641.0	0.246
641.5	0.275
642.0	0.265
642.5	0.254
643.0	0.313
643.5	0.297
644.0	0.325
644.5	0.328
645.0	0.329
645.5	0.301
646.0	0.264
646.5	0.260
647.0	0.251
647.5	0.231
648.0	0.255
648.5	0.251
649.0	0.300
649.5	0.299
650.0	0.269
650.5	0.239
651.0	0.224
651.5	0.262
652.0	0.304
652.5	0.293
653.0	0.278
653.5	0.286
654.0	0.287
654.5	0.275
655.0	0.225
655.5	0.242
656.0	0.252
656.5	0.252
657.0	0.217
657.5	0.157
658.0	0.126
658.5	0.138
659.0	0.157
659.5	0.192
660.0	0.232
660.5	0.327
661.0	0.354
661.5	0.381
662.0	0.402
662.5	0.423
663.0	0.431
663.5	0.427
664.0	0.413
664.5	0.394
665.0	0.379
665.5	0.350
666.0	0.255
666.5	0.205
667.0	0.208
667.5	0.164
668.0	0.152
668.5	0.164
669.0	0.180
669.5	0.222
670.0	0.282
670.5	0.312
671.0	0.375
671.5	0.431
672.0	0.466
672.5	0.473
673.0	0.472
673.5	0.399
674.0	0.302
674.5	0.259
675.0	0.224
675.5	0.220
676.0	0.234
676.5	0.251
677.0	0.277
677.5	0.343
678.0	0.344
678.5	0.295
679.0	0.291
679.5	0.335
680.0	0.381
680.5	0.398
681.0	0.413
681.5	0.394
682.0	0.365
682.5	0.339
683.0	0.293
683.5	0.224
684.0	0.204
684.5	0.194
685.0	0.180
685.5	0.147
686.0	0.197
686.5	0.234
687.0	0.292
687.5	0.336
688.0	0.313
688.5	0.311
689.0	0.300
689.5	0.220
690.0	0.196
690.5	0.198
691.0	0.206
691.5	0.265
692.0	0.297
692.5	0.317
693.0	0.339
693.5	0.393
694.0	0.444
694.5	0.410
695.0	0.408
695.5	0.353
696.0	0.300
696.5	0.281
697.0	0.239
697.5	0.240
698.0	0.276
698.5	0.307
699.0	0.340
699.5	0.312
700.0	0.311
700.5	0.290
701.0	0.301
701.5	0.304
702.0	0.310
702.5	0.276
703.0	0.251
703.5	0.198
704.0	0.139
704.5	0.103
705.0	0.114
705.5	0.138
706.0	0.206
706.5	0.257
707.0	0.327
707.5	0.315
708.0	0.355
708.5	0.378
709.0	0.370
709.5	0.364
710.0	0.340
710.5	0.379
711.0	0.372
711.5	0.348
712.0	0.332
712.5	0.298
713.0	0.287
713.5	0.280
714.0	0.245
714.5	0.190
715.0	0.159
715.5	0.184
716.0	0.176
716.5	0.168
717.0	0.200
717.5	0.244
718.0	0.274
718.5	0.334
719.0	0.391
719.5	0.371
720.0	0.382
720.5	0.351
721.0	0.297
721.5	0.221
722.0	0.202
722.5	0.224
723.0	0.216
723.5	0.221
724.0	0.252
724.5	0.253
725.0	0.252
725.5	0.224
726.0	0.190
726.5	0.166
727.0	0.221
727.5	0.299
728.0	0.291
728.5	0.251
729.0	0.248
729.5	0.208
730.0	0.147
730.5	0.144
731.0	0.080
731.5	0.051
732.0	0.137
732.5	0.188
733.0	0.259
733.5	0.264
734.0	0.324
734.5	0.300
735.0	0.298
735.5	0.334
736.0	0.232
736.5	0.201
737.0	0.201
737.5	0.181
738.0	0.203
738.5	0.224
739.0	0.282
739.5	0.271
740.0	0.286
740.5	0.290
741.0	0.199
741.5	0.172
742.0	0.132
742.5	0.139
743.0	0.121
743.5	0.189
744.0	0.220
744.5	0.255
745.0	0.277
745.5	0.277
746.0	0.241
746.5	0.163
747.0	0.133
747.5	0.195
748.0	0.180
748.5	0.205
749.0	0.210
749.5	0.226
750.0	0.216
750.5	0.222
751.0	0.225
751.5	0.229
752.0	0.258
752.5	0.300
753.0	0.273
753.5	0.253
754.0	0.214
754.5	0.135
755.0	0.077
755.5	0.091
756.0	0.136
756.5	0.186
757.0	0.235
757.5	0.329
758.0	0.446
758.5	0.533
759.0	0.553
759.5	0.465
760.0	0.408
760.5	0.370
761.0	0.311
761.5	0.197
762.0	0.183
762.5	0.216
763.0	0.251
763.5	0.286
764.0	0.292
764.5	0.203
765.0	0.189
765.5	0.222
766.0	0.182
766.5	0.119
767.0	0.129
767.5	0.134
768.0	0.122
768.5	0.180
769.0	0.259
769.5	0.218
770.0	0.243
770.5	0.298
771.0	0.328
771.5	0.270
772.0	0.298
772.5	0.359
773.0	0.442
773.5	0.559
774.0	0.620
774.5	0.578
775.0	0.561
775.5	0.540
776.0	0.436
776.5	0.334
777.0	0.353
777.5	0.381
778.0	0.415
778.5	0.454
779.0	0.446
779.5	0.370
780.0	0.341
780.5	0.312
781.0	0.176
781.5	0.201
782.0	0.172
782.5	0.202
783.0	0.256
783.5	0.317
784.0	0.314
784.5	0.304
785.0	0.375
785.5	0.371
786.0	0.319
786.5	0.320
787.0	0.300
787.5	0.301
788.0	0.274
788.5	0.250
789.0	0.213
789.5	0.155
790.0	0.212
790.5	0.296
791.0	0.314
791.5	0.386
792.0	0.438
792.5	0.448
793.0	0.501
793.5	0.491
794.0	0.438
794.5	0.407
795.0	0.412
795.5	0.413
796.0	0.333
796.5	0.257
797.0	0.222
797.5	0.236
798.0	0.343
798.5	0.345
799.0	0.301
799.5	0.335
800.0	0.290
800.5	0.257
801.0	0.164
801.5	0.089
802.0	0.184
802.5	0.252
803.0	0.455
803.5	0.548
804.0	0.616
804.5	0.773
805.0	0.809
805.5	0.726
806.0	0.588
806.5	0.473
807.0	0.388
807.5	0.371
808.0	0.401
808.5	0.400
809.0	0.435
809.5	0.496
810.0	0.468
810.5	0.442
811.0	0.346
811.5	0.301
812.0	0.225
812.5	0.208
813.0	0.139
813.5	0.077
814.0	0.059
814.5	0.101
815.0	0.137
815.5	0.267
816.0	0.362
816.5	0.383
817.0	0.307
817.5	0.225
818.0	0.135
818.5	0.091
819.0	0.098
819.5	0.124
820.0	0.181
820.5	0.288
821.0	0.366
821.5	0.358
822.0	0.367
822.5	0.328
823.0	0.307
823.5	0.306
824.0	0.287
824.5	0.250
825.0	0.203
825.5	0.227
826.0	0.263
826.5	0.317
827.0	0.345
827.5	0.319
828.0	0.314
828.5	0.362
829.0	0.408
829.5	0.400
830.0	0.389
830.5	0.432
831.0	0.450
831.5	0.480
832.0	0.422
832.5	0.362
833.0	0.337
833.5	0.333
834.0	0.312
834.5	0.294
835.0	0.276
835.5	0.325
836.0	0.354
836.5	0.388
837.0	0.410
837.5	0.362
838.0	0.301
838.5	0.247
839.0	0.231
839.5	0.152
840.0	0.100
840.5	0.082
841.0	0.151
841.5	0.080
842.0	0.090
842.5	0.095
843.0	0.091
843.5	0.132
844.0	0.168
844.5	0.231
845.0	0.327
845.5	0.399
846.0	0.375
846.5	0.152
847.0	0.090
847.5	0.146
848.0	0.040
848.5	-0.052
849.0	-0.119
849.5	0.026
850.0	0.134


Sample  b7 1
3/1/2023 4:18 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.02000	
//WLCalib: 261S 	-0.34000	
//WLCalib: 362S 	-0.41000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.12000	
//WLCalib: 823S 	-0.33000	
//QSpecEnd: 
190.0	12.254
190.5	12.241
191.0	12.315
191.5	12.383
192.0	12.399
192.5	12.417
193.0	12.362
193.5	12.463
194.0	12.510
194.5	12.587
195.0	12.849
195.5	13.128
196.0	13.348
196.5	13.376
197.0	13.518
197.5	13.605
198.0	13.441
198.5	13.418
199.0	13.375
199.5	13.513
200.0	13.671
200.5	13.697
201.0	13.803
201.5	13.847
202.0	14.017
202.5	14.127
203.0	14.173
203.5	14.204
204.0	14.123
204.5	14.099
205.0	14.099
205.5	14.006
206.0	13.929
206.5	13.727
207.0	13.511
207.5	13.518
208.0	13.338
208.5	13.084
209.0	12.937
209.5	12.765
210.0	12.603
210.5	12.512
211.0	12.347
211.5	12.156
212.0	11.937
212.5	11.868
213.0	11.645
213.5	11.410
214.0	11.147
214.5	10.721
215.0	10.373
215.5	10.153
216.0	9.902
216.5	9.589
217.0	9.379
217.5	9.206
218.0	8.977
218.5	8.770
219.0	8.564
219.5	8.240
220.0	8.001
220.5	7.768
221.0	7.541
221.5	7.368
222.0	7.235
222.5	7.037
223.0	6.904
223.5	6.745
224.0	6.580
224.5	6.344
225.0	6.120
225.5	5.851
226.0	5.669
226.5	5.492
227.0	5.278
227.5	5.075
228.0	4.937
228.5	4.807
229.0	4.706
229.5	4.630
230.0	4.570
230.5	4.547
231.0	4.543
231.5	4.476
232.0	4.407
232.5	4.341
233.0	4.288
233.5	4.267
234.0	4.225
234.5	4.168
235.0	4.108
235.5	4.073
236.0	4.022
236.5	3.951
237.0	3.885
